title,contentId,artistName,completitionYear,image,artistUrl,genre,material,style,technique,for_model,image_path,image_size,image_width,image_height,image_new_size,image_new_width,image_new_height,image_new_path
The handshake of Teano,9223372032559879252,Ademollo Carlo,1880.0,https://uploads2.wikiart.org/00364/images/carlo-ademollo/ademollo-teano.jpg!Large.jpg,carlo-ademollo,history painting,,Romanticism,,1.0,wikiart-master/wiki_art_saved/images/carlo-ademollo/1880/9223372032559879252.jpg,"(659, 415)",659,415,"(256, 256, 'wikiart-master/wiki_art_saved/resized_images_5000/carlo-ademollo_1880_9223372032559879252.jpg')",256,256,wikiart-master/wiki_art_saved/resized_images_5000/carlo-ademollo_1880_9223372032559879252.jpg
Lady and Pierrot,239164,Somov Konstantin,1910.0,https://uploads0.wikiart.org/images/konstantin-somov/lady-and-pierrot-1910.jpg!Large.jpg,konstantin-somov,genre painting,,Symbolism,,1.0,wikiart-master/wiki_art_saved/images/konstantin-somov/1910/239164.jpg,"(760, 1000)",760,1000,"(256, 256, 'wikiart-master/wiki_art_saved/resized_images_5000/konstantin-somov_1910_239164.jpg')",256,256,wikiart-master/wiki_art_saved/resized_images_5000/konstantin-somov_1910_239164.jpg
Self-portrait,299166,Smart Jeffrey,,https://uploads7.wikiart.org/images/jeffrey-smart/self-portrait.jpg!Large.jpg,jeffrey-smart,self-portrait,,Hyper-Realism,,1.0,wikiart-master/wiki_art_saved/images/jeffrey-smart/unknown-year/299166.jpg,"(395, 439)",395,439,"(256, 256, 'wikiart-master/wiki_art_saved/resized_images_5000/jeffrey-smart_unknown-year_299166.jpg')",256,256,wikiart-master/wiki_art_saved/resized_images_5000/jeffrey-smart_unknown-year_299166.jpg
Old Coquette,274826,Strozzi Bernardo,1625.0,https://uploads0.wikiart.org/images/bernardo-strozzi/old-coquette.jpg!Large.jpg,bernardo-strozzi,genre painting,,Baroque,,1.0,wikiart-master/wiki_art_saved/images/bernardo-strozzi/1625/274826.jpg,"(983, 1223)",983,1223,"(256, 256, 'wikiart-master/wiki_art_saved/resized_images_5000/bernardo-strozzi_1625_274826.jpg')",256,256,wikiart-master/wiki_art_saved/resized_images_5000/bernardo-strozzi_1625_274826.jpg
Altstadtmarkt in Brunswijk,273919,Springer Cornelis,,https://uploads6.wikiart.org/images/cornelis-springer/altstadtmarkt-in-brunswijk.jpg!Large.jpg,cornelis-springer,cityscape,,Romanticism,,1.0,wikiart-master/wiki_art_saved/images/cornelis-springer/unknown-year/273919.jpg,"(1264, 928)",1264,928,"(256, 256, 'wikiart-master/wiki_art_saved/resized_images_5000/cornelis-springer_unknown-year_273919.jpg')",256,256,wikiart-master/wiki_art_saved/resized_images_5000/cornelis-springer_unknown-year_273919.jpg
Landscape with Cattle,329306,Bonheur Rosa,1856.0,https://uploads1.wikiart.org/images/rosa-bonheur/landscape-with-cattle-1856.jpg!Large.jpg,rosa-bonheur,landscape,,Realism,,1.0,wikiart-master/wiki_art_saved/images/rosa-bonheur/1856/329306.jpg,"(944, 648)",944,648,"(256, 256, 'wikiart-master/wiki_art_saved/resized_images_5000/rosa-bonheur_1856_329306.jpg')",256,256,wikiart-master/wiki_art_saved/resized_images_5000/rosa-bonheur_1856_329306.jpg
The Triumph of Death,9223372032559809391,Aghdashloo Aydin,,https://uploads1.wikiart.org/00107/images/aydin-aghdashloo/copy-0-7.jpg!Large.jpg,aydin-aghdashloo,portrait,,,,1.0,wikiart-master/wiki_art_saved/images/aydin-aghdashloo/unknown-year/9223372032559809391.jpg,"(1200, 1672)",1200,1672,"(256, 256, 'wikiart-master/wiki_art_saved/resized_images_5000/aydin-aghdashloo_unknown-year_9223372032559809391.jpg')",256,256,wikiart-master/wiki_art_saved/resized_images_5000/aydin-aghdashloo_unknown-year_9223372032559809391.jpg
Tristesse Blanche,291075,Jorn Asger,1958.0,https://uploads4.wikiart.org/images/asger-jorn/tristesse-blanche-1958.jpg!Large.jpg,asger-jorn,abstract,,Tachisme,,1.0,wikiart-master/wiki_art_saved/images/asger-jorn/1958/291075.jpg,"(350, 438)",350,438,"(256, 256, 'wikiart-master/wiki_art_saved/resized_images_5000/asger-jorn_1958_291075.jpg')",256,256,wikiart-master/wiki_art_saved/resized_images_5000/asger-jorn_1958_291075.jpg
Untitled,305893,Blendea Constantin,,https://uploads5.wikiart.org/images/constantin-blendea/unknown-title-4.jpg!Large.jpg,constantin-blendea,abstract,,Abstract Art,,1.0,wikiart-master/wiki_art_saved/images/constantin-blendea/unknown-year/305893.jpg,"(290, 325)",290,325,"(256, 256, 'wikiart-master/wiki_art_saved/resized_images_5000/constantin-blendea_unknown-year_305893.jpg')",256,256,wikiart-master/wiki_art_saved/resized_images_5000/constantin-blendea_unknown-year_305893.jpg
Peinture 23 avril 1963,283761,Soulages Pierre,1963.0,https://uploads5.wikiart.org/images/pierre-soulages/peinture-23-avril-1963-1963.jpg!Large.jpg,pierre-soulages,abstract,,Tachisme,,1.0,wikiart-master/wiki_art_saved/images/pierre-soulages/1963/283761.jpg,"(339, 450)",339,450,"(256, 256, 'wikiart-master/wiki_art_saved/resized_images_5000/pierre-soulages_1963_283761.jpg')",256,256,wikiart-master/wiki_art_saved/resized_images_5000/pierre-soulages_1963_283761.jpg
Portrait of the Knight Giovanni Grimani,274821,Strozzi Bernardo,1640.0,https://uploads0.wikiart.org/images/bernardo-strozzi/portrait-of-the-knight-giovanni-grimani.jpg!Large.jpg,bernardo-strozzi,portrait,,Tenebrism,,1.0,wikiart-master/wiki_art_saved/images/bernardo-strozzi/1640/274821.jpg,"(833, 1300)",833,1300,"(256, 256, 'wikiart-master/wiki_art_saved/resized_images_5000/bernardo-strozzi_1640_274821.jpg')",256,256,wikiart-master/wiki_art_saved/resized_images_5000/bernardo-strozzi_1640_274821.jpg
Rainbow,260793,Bogaevsky Konstantin,1931.0,https://uploads4.wikiart.org/images/konstantin-bogaevsky/rainbow-1931.jpg!Large.jpg,konstantin-bogaevsky,landscape,,Symbolism,,1.0,wikiart-master/wiki_art_saved/images/konstantin-bogaevsky/1931/260793.jpg,"(1000, 723)",1000,723,"(256, 256, 'wikiart-master/wiki_art_saved/resized_images_5000/konstantin-bogaevsky_1931_260793.jpg')",256,256,wikiart-master/wiki_art_saved/resized_images_5000/konstantin-bogaevsky_1931_260793.jpg
The End Of The Story,363517,Stone Marcus ,,https://uploads4.wikiart.org/images/marcus-stone/the-end-of-the-story.jpg!Large.jpg,marcus-stone,genre painting,,Romanticism,,1.0,wikiart-master/wiki_art_saved/images/marcus-stone/unknown-year/363517.jpg,"(589, 1000)",589,1000,"(256, 256, 'wikiart-master/wiki_art_saved/resized_images_5000/marcus-stone_unknown-year_363517.jpg')",256,256,wikiart-master/wiki_art_saved/resized_images_5000/marcus-stone_unknown-year_363517.jpg
The banks of the Oise,186963,Daubigny Charles-Francois ,1872.0,https://uploads3.wikiart.org/images/charles-francois-daubigny/the-banks-of-the-oise(1).jpg!Large.jpg,charles-francois-daubigny,landscape,,Realism,,1.0,wikiart-master/wiki_art_saved/images/charles-francois-daubigny/1872/186963.jpg,"(1172, 695)",1172,695,"(256, 256, 'wikiart-master/wiki_art_saved/resized_images_5000/charles-francois-daubigny_1872_186963.jpg')",256,256,wikiart-master/wiki_art_saved/resized_images_5000/charles-francois-daubigny_1872_186963.jpg
Approaching Thunderstorm on the Hudson River,260009,Bierstadt Albert,,https://uploads5.wikiart.org/images/albert-bierstadt/approaching-thunderstorm-on-the-hudson-river.jpg!Large.jpg,albert-bierstadt,landscape,,Luminism,,1.0,wikiart-master/wiki_art_saved/images/albert-bierstadt/unknown-year/260009.jpg,"(1036, 711)",1036,711,"(256, 256, 'wikiart-master/wiki_art_saved/resized_images_5000/albert-bierstadt_unknown-year_260009.jpg')",256,256,wikiart-master/wiki_art_saved/resized_images_5000/albert-bierstadt_unknown-year_260009.jpg
Two Children on a Road,229095,Soutine Chaim,1942.0,https://uploads0.wikiart.org/images/chaim-soutine/two-children-on-a-road-1.jpg!Large.jpg,chaim-soutine,genre painting,,Expressionism,,1.0,wikiart-master/wiki_art_saved/images/chaim-soutine/1942/229095.jpg,"(626, 431)",626,431,"(256, 256, 'wikiart-master/wiki_art_saved/resized_images_5000/chaim-soutine_1942_229095.jpg')",256,256,wikiart-master/wiki_art_saved/resized_images_5000/chaim-soutine_1942_229095.jpg
Harlequin,359686,Stefanescu George,2000.0,https://uploads1.wikiart.org/images/george-stefanescu-ramnic/harlequin-2000.jpg!Large.jpg,george-stefanescu,figurative,,Expressionism,,1.0,wikiart-master/wiki_art_saved/images/george-stefanescu/2000/359686.jpg,"(646, 800)",646,800,"(256, 256, 'wikiart-master/wiki_art_saved/resized_images_5000/george-stefanescu_2000_359686.jpg')",256,256,wikiart-master/wiki_art_saved/resized_images_5000/george-stefanescu_2000_359686.jpg
The Naval Battle of Iquique,9223372032559904456,Somerscales Thomas,1879.0,https://uploads6.wikiart.org/00421/images/thomas-somerscales/the-naval-battle-of-iquique.jpg!Large.jpg,thomas-somerscales,history painting,,,,1.0,wikiart-master/wiki_art_saved/images/thomas-somerscales/1879/9223372032559904456.jpg,"(3307, 2226)",3307,2226,"(256, 256, 'wikiart-master/wiki_art_saved/resized_images_5000/thomas-somerscales_1879_9223372032559904456.jpg')",256,256,wikiart-master/wiki_art_saved/resized_images_5000/thomas-somerscales_1879_9223372032559904456.jpg
La Rampa Mosaic,300008,Darie Sandu,,https://uploads7.wikiart.org/images/sandu-darie/la-rampa-mosaic.jpg!Large.jpg,sandu-darie,mosaic,,Concretism,,1.0,wikiart-master/wiki_art_saved/images/sandu-darie/unknown-year/300008.jpg,"(640, 620)",640,620,"(256, 256, 'wikiart-master/wiki_art_saved/resized_images_5000/sandu-darie_unknown-year_300008.jpg')",256,256,wikiart-master/wiki_art_saved/resized_images_5000/sandu-darie_unknown-year_300008.jpg
"New Harmony on the Wabash, plate 2 from Volume 2 of 'Travels in the Interior of North America'",279994,Bodmer Karl,1832.0,https://uploads7.wikiart.org/images/karl-bodmer/new-harmony-on-the-wabash-plate-2-from-volume-2-of-travels-in-the-interior-of-north-america-1832.jpg!Large.jpg,karl-bodmer,landscape,,Romanticism,,1.0,wikiart-master/wiki_art_saved/images/karl-bodmer/1832/279994.jpg,"(760, 578)",760,578,"(256, 256, 'wikiart-master/wiki_art_saved/resized_images_5000/karl-bodmer_1832_279994.jpg')",256,256,wikiart-master/wiki_art_saved/resized_images_5000/karl-bodmer_1832_279994.jpg
Nude,303773,Abdullah Basuki,,https://uploads0.wikiart.org/images/basuki-abdullah/nude.jpg!Large.jpg,basuki-abdullah,nude painting (nu),,Realism,,1.0,wikiart-master/wiki_art_saved/images/basuki-abdullah/unknown-year/303773.jpg,"(525, 800)",525,800,"(256, 256, 'wikiart-master/wiki_art_saved/resized_images_5000/basuki-abdullah_unknown-year_303773.jpg')",256,256,wikiart-master/wiki_art_saved/resized_images_5000/basuki-abdullah_unknown-year_303773.jpg
Parish in the Mountains with Painted Houses,291583,Sterian Margareta,,https://uploads5.wikiart.org/images/margareta-sterian/parish-in-the-mountains-with-painted-houses.jpg!Large.jpg,margareta-sterian,landscape,,Expressionism,,1.0,wikiart-master/wiki_art_saved/images/margareta-sterian/unknown-year/291583.jpg,"(1884, 2327)",1884,2327,"(256, 256, 'wikiart-master/wiki_art_saved/resized_images_5000/margareta-sterian_unknown-year_291583.jpg')",256,256,wikiart-master/wiki_art_saved/resized_images_5000/margareta-sterian_unknown-year_291583.jpg
The Muse of three elemental colors,9223372032559904748,￿,2012.0,https://uploads8.wikiart.org/00422/images/agnes-von-angelis-ava/05-muse-der-elementarfarben-2012-f-r-wikiart.jpg!Large.jpg,agnes-von-angelis-ava,"allegorical painting, symbolic painting",,"Art Nouveau (Modern), Neo-Romanticism",,1.0,wikiart-master/wiki_art_saved/images/agnes-von-angelis-ava/2012/9223372032559904748.jpg,"(628, 850)",628,850,"(256, 256, 'wikiart-master/wiki_art_saved/resized_images_5000/agnes-von-angelis-ava_2012_9223372032559904748.jpg')",256,256,wikiart-master/wiki_art_saved/resized_images_5000/agnes-von-angelis-ava_2012_9223372032559904748.jpg
Still Life,290348,Bluhm Norman,1948.0,https://uploads8.wikiart.org/images/norman-bluhm/still-life-1948.jpg!Large.jpg,norman-bluhm,still life,,Abstract Expressionism,,1.0,wikiart-master/wiki_art_saved/images/norman-bluhm/1948/290348.jpg,"(355, 566)",355,566,"(256, 256, 'wikiart-master/wiki_art_saved/resized_images_5000/norman-bluhm_1948_290348.jpg')",256,256,wikiart-master/wiki_art_saved/resized_images_5000/norman-bluhm_1948_290348.jpg
Still Life,300840,Stahi Constantin,1872.0,https://uploads3.wikiart.org/images/constantin-stahi/still-life-1872.jpg!Large.jpg,constantin-stahi,still life,,Realism,,1.0,wikiart-master/wiki_art_saved/images/constantin-stahi/1872/300840.jpg,"(501, 350)",501,350,"(256, 256, 'wikiart-master/wiki_art_saved/resized_images_5000/constantin-stahi_1872_300840.jpg')",256,256,wikiart-master/wiki_art_saved/resized_images_5000/constantin-stahi_1872_300840.jpg
Tuesday,300732,Blake Peter,1961.0,https://uploads4.wikiart.org/images/peter-blake/tuesday-1961.jpg!Large.jpg,peter-blake,figurative,,Pop Art,,1.0,wikiart-master/wiki_art_saved/images/peter-blake/1961/300732.jpg,"(682, 1154)",682,1154,"(256, 256, 'wikiart-master/wiki_art_saved/resized_images_5000/peter-blake_1961_300732.jpg')",256,256,wikiart-master/wiki_art_saved/resized_images_5000/peter-blake_1961_300732.jpg
Valley gorge With dairymaid,9223372032559884089,Spitzweg Carl,,https://uploads0.wikiart.org/00380/images/carl-spitzweg/talschlucht-mit-sennerin-carl-spitzweg.jpg!Large.jpg,carl-spitzweg,"landscape, cloudscape",,"Romanticism, Biedermeier",,1.0,wikiart-master/wiki_art_saved/images/carl-spitzweg/unknown-year/9223372032559884089.jpg,"(653, 900)",653,900,"(256, 256, 'wikiart-master/wiki_art_saved/resized_images_5000/carl-spitzweg_unknown-year_9223372032559884089.jpg')",256,256,wikiart-master/wiki_art_saved/resized_images_5000/carl-spitzweg_unknown-year_9223372032559884089.jpg
Earl Grosvenor's Bandy,263321,Stubbs George,,https://uploads7.wikiart.org/images/george-stubbs/earl-grosvenor-s-bandy.jpg!Large.jpg,george-stubbs,genre painting,,Romanticism,,1.0,wikiart-master/wiki_art_saved/images/george-stubbs/unknown-year/263321.jpg,"(729, 591)",729,591,"(256, 256, 'wikiart-master/wiki_art_saved/resized_images_5000/george-stubbs_unknown-year_263321.jpg')",256,256,wikiart-master/wiki_art_saved/resized_images_5000/george-stubbs_unknown-year_263321.jpg
Russian in the Netherlands at the time of Peter the Great,262888,Solomko Sergey,,https://uploads7.wikiart.org/images/sergey-solomko/russian-in-the-netherlands-at-the-time-of-peter-the-great.jpg!Large.jpg,sergey-solomko,genre painting,,Art Nouveau (Modern),,1.0,wikiart-master/wiki_art_saved/images/sergey-solomko/unknown-year/262888.jpg,"(524, 800)",524,800,"(256, 256, 'wikiart-master/wiki_art_saved/resized_images_5000/sergey-solomko_unknown-year_262888.jpg')",256,256,wikiart-master/wiki_art_saved/resized_images_5000/sergey-solomko_unknown-year_262888.jpg
Danseuse,359276,Stefanescu George,1990.0,https://uploads0.wikiart.org/images/george-stefanescu-ramnic/danseuse-1990.jpg!Large.jpg,george-stefanescu,abstract,,Abstract Expressionism,,1.0,wikiart-master/wiki_art_saved/images/george-stefanescu/1990/359276.jpg,"(624, 800)",624,800,"(256, 256, 'wikiart-master/wiki_art_saved/resized_images_5000/george-stefanescu_1990_359276.jpg')",256,256,wikiart-master/wiki_art_saved/resized_images_5000/george-stefanescu_1990_359276.jpg
Demeter with golden oak leaf,9223372032559904961,￿,2014.0,https://uploads7.wikiart.org/00424/images/agnes-von-angelis-ava/13-demeter-mit-goldenem-eichenblatt-2014-f-r-wikiart.jpg!Large.jpg,agnes-von-angelis-ava,"mythological painting, allegorical painting",,"Art Nouveau (Modern), Neo-Romanticism",,1.0,wikiart-master/wiki_art_saved/images/agnes-von-angelis-ava/2014/9223372032559904961.jpg,"(631, 850)",631,850,"(256, 256, 'wikiart-master/wiki_art_saved/resized_images_5000/agnes-von-angelis-ava_2014_9223372032559904961.jpg')",256,256,wikiart-master/wiki_art_saved/resized_images_5000/agnes-von-angelis-ava_2014_9223372032559904961.jpg
The Prince of Valmontone with Children,9223372032559881893,Blaas Eugene de,1851.0,https://uploads8.wikiart.org/00374/images/eugene-de-blaas/1651b01d-5d48-4439-8881-d01cc6de3452.jpg!Large.jpg,eugene-de-blaas,portrait,,Academicism,,1.0,wikiart-master/wiki_art_saved/images/eugene-de-blaas/1851/9223372032559881893.jpg,"(986, 800)",986,800,"(256, 256, 'wikiart-master/wiki_art_saved/resized_images_5000/eugene-de-blaas_1851_9223372032559881893.jpg')",256,256,wikiart-master/wiki_art_saved/resized_images_5000/eugene-de-blaas_1851_9223372032559881893.jpg
The fall of Phaëton,314368,Aachen Hans von ,1600.0,https://uploads2.wikiart.org/images/hans-von-aachen/the-fall-of-pha-ton-1600.jpg!Large.jpg,hans-von-aachen,mythological painting,,Mannerism (Late Renaissance),,1.0,wikiart-master/wiki_art_saved/images/hans-von-aachen/1600/314368.jpg,"(450, 368)",450,368,"(256, 256, 'wikiart-master/wiki_art_saved/resized_images_5000/hans-von-aachen_1600_314368.jpg')",256,256,wikiart-master/wiki_art_saved/resized_images_5000/hans-von-aachen_1600_314368.jpg
Winter in Bucharest,306630,Steriadi Jean Alexandru,1914.0,https://uploads7.wikiart.org/images/jean-alexandru-steriadi/iarn-n-bucure-ti-1914.jpg!Large.jpg,jean-alexandru-steriadi,cityscape,,Impressionism,,1.0,wikiart-master/wiki_art_saved/images/jean-alexandru-steriadi/1914/306630.jpg,"(761, 1000)",761,1000,"(256, 256, 'wikiart-master/wiki_art_saved/resized_images_5000/jean-alexandru-steriadi_1914_306630.jpg')",256,256,wikiart-master/wiki_art_saved/resized_images_5000/jean-alexandru-steriadi_1914_306630.jpg
Vertical Strokes on White Ground,298814,Snyder Joan,1969.0,https://uploads2.wikiart.org/images/joan-snyder/vertical-strokes-on-white-ground-1969.jpg!Large.jpg,joan-snyder,abstract,,Abstract Expressionism,,1.0,wikiart-master/wiki_art_saved/images/joan-snyder/1969/298814.jpg,"(1059, 1050)",1059,1050,"(256, 256, 'wikiart-master/wiki_art_saved/resized_images_5000/joan-snyder_1969_298814.jpg')",256,256,wikiart-master/wiki_art_saved/resized_images_5000/joan-snyder_1969_298814.jpg
Leonel Alberú playing the violin,282645,Souto Arturo,,https://uploads6.wikiart.org/images/arturo-souto/leonel-alber-playing-the-violin.jpg!Large.jpg,arturo-souto,genre painting,,Expressionism,,1.0,wikiart-master/wiki_art_saved/images/arturo-souto/unknown-year/282645.jpg,"(605, 800)",605,800,"(256, 256, 'wikiart-master/wiki_art_saved/resized_images_5000/arturo-souto_unknown-year_282645.jpg')",256,256,wikiart-master/wiki_art_saved/resized_images_5000/arturo-souto_unknown-year_282645.jpg
"Il corpo del silenzio, 29-3-83",9223372032559869028,Blank Irma,1983.0,https://uploads5.wikiart.org/00333/images/irma-blank/i-blank-radical-writings-il-corpo-del-silenzio-29-3-83-1983-acrilico-su-telaacrylic-on-canvas-cm.jpg!Large.jpg,irma-blank,abstract,,"Minimalism, Abstract Expressionism",,1.0,wikiart-master/wiki_art_saved/images/irma-blank/1983/9223372032559869028.jpg,"(1000, 1007)",1000,1007,"(256, 256, 'wikiart-master/wiki_art_saved/resized_images_5000/irma-blank_1983_9223372032559869028.jpg')",256,256,wikiart-master/wiki_art_saved/resized_images_5000/irma-blank_1983_9223372032559869028.jpg
Kulikov Battle,203705,Bilibin Ivan,1935.0,https://uploads3.wikiart.org/images/ivan-bilibin/kulikov-battle-1935.jpg!Large.jpg,ivan-bilibin,history painting,,Art Nouveau (Modern),,1.0,wikiart-master/wiki_art_saved/images/ivan-bilibin/1935/203705.jpg,"(424, 640)",424,640,"(256, 256, 'wikiart-master/wiki_art_saved/resized_images_5000/ivan-bilibin_1935_203705.jpg')",256,256,wikiart-master/wiki_art_saved/resized_images_5000/ivan-bilibin_1935_203705.jpg
